Facing,Square Feet,BHK Apartment,Price,Furnish Status,Deposit Status,Bathroom Count,Location,Amenities
null,600,1 BHK Apartment,45000 ,Semi-Furnished,No Deposit,2 bathrooms,"Andheri West, Mumbai","Lift(s), Full Power Backup, 24 X 7 Security, Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
null,550,1 BHK Apartment,40000 ,Furnished,No Deposit,2 bathrooms,"Santacruz East, Mumbai","Lift(s), Full Power Backup, 24 X 7 Security, Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
null,500,1 BHK Apartment,32000 ,Semi-Furnished,No Deposit,2 bathrooms,"Santacruz East, Mumbai","Lift(s), Full Power Backup, 24 X 7 Security, Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
null,880,2 BHK Apartment,45000 ,Furnished,No Deposit,2 bathrooms,"Santacruz East, Mumbai","Lift(s), Full Power Backup, 24 X 7 Security, Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
null,800,2 BHK Apartment,25000 ,Unfurnished,No Deposit,2 bathrooms,"Goregaon East, Mumbai","Lift(s), Full Power Backup, 24 X 7 Security, Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
null,1100,2 BHK Apartment,70000 ,Unfurnished,No Deposit,2 bathrooms,"Andheri West, Mumbai","Lift(s), Full Power Backup, 24 X 7 Security, Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
null,700,2 BHK Apartment,49820 ,Furnished,No Deposit,2 bathrooms,"Jogeshwari East, Mumbai","Lift(s), Full Power Backup, 24 X 7 Security, Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
null,700,2 BHK Apartment,63600 ,Unfurnished,No Deposit,2 bathrooms,"Ghatkopar East, Mumbai","Lift(s), Full Power Backup, 24 X 7 Security, Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
null,750,1 BHK Apartment,84800 ,Furnished,No Deposit,2 bathrooms,"vile parle west, Mumbai","Lift(s), Full Power Backup, 24 X 7 Security, Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
null,400,1 BHK Apartment,37100 ,Semi-Furnished,No Deposit,1 bathrooms,"Andheri West, Mumbai","Lift(s), Full Power Backup, 24 X 7 Security, Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
null,700,2 BHK Apartment,190798 ,Semi-Furnished,No Deposit,2 bathrooms,"Worli, Mumbai","Lift(s), Full Power Backup, 24 X 7 Security, Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
null,600,2 BHK Apartment,74200 ,Furnished,No Deposit,2 bathrooms,"MATUNGA WEST, Mumbai","Lift(s), Full Power Backup, 24 X 7 Security, Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
null,1050,2 BHK Apartment,50000 ,Unfurnished,No Deposit,2 bathrooms,"Ghansoli, Mumbai","Cafeteria, Swimming Pool, Gymnasium, Children's play area, Club House, Full Power Backup, Lift(s), Sports Facility, Jogging Track, 24 X 7 Security, Landscaped Gardens"
East facing,1230,2 BHK Apartment,45000 ,Unfurnished,No Deposit,2 bathrooms,"Koper Khairane, Mumbai","Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Children's play area, 24 X 7 Security, Jogging Track, Landscaped Gardens"
West facing,1450,3 BHK Apartment,60000 ,Furnished,No Deposit,3 bathrooms,"Koper Khairane, Mumbai","Intercom, Sports Facility, Full Power Backup, Lift(s), Club House, Landscaped Gardens, Swimming Pool, 24 X 7 Security, Jogging Track, Children's play area, Gymnasium"
West facing,980,2 BHK Apartment,40000 ,Furnished,No Deposit,2 bathrooms,"Koper Khairane, Mumbai","Intercom, Full Power Backup, Lift(s), Children's play area, Club House, Landscaped Gardens, Swimming Pool, Sports Facility, Jogging Track, 24 X 7 Security, Gymnasium"
West facing,1230,2 BHK Apartment,60000 ,Furnished,No Deposit,2 bathrooms,"Koper Khairane, Mumbai","Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Children's play area, 24 X 7 Security, Jogging Track, Landscaped Gardens"
North facing,735,1 BHK Apartment,30000 ,Unfurnished,No Deposit,1 bathrooms,"Ghansoli, Mumbai","Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Children's play area, 24 X 7 Security, Jogging Track, Landscaped Gardens"
North facing,650,1 BHK Apartment,20000 ,Unfurnished,No Deposit,1 bathrooms,"Koper Khairane, Mumbai","Full Power Backup, Lift(s), 24 X 7 Security, Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
West facing,650,1 BHK Apartment,25000 ,Unfurnished,No Deposit,1 bathrooms,"Koper Khairane, Mumbai","Intercom, Full Power Backup, Lift(s), Children's play area, Club House, Landscaped Gardens, Swimming Pool, Sports Facility, Jogging Track, 24 X 7 Security, Gymnasium"
East facing,1200,2 BHK Apartment,45000 ,Furnished,No Deposit,2 bathrooms,"Koper Khairane, Mumbai","Lift(s), Full Power Backup, 24 X 7 Security, Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
East facing,1250,2 BHK Apartment,55000 ,Furnished,No Deposit,2 bathrooms,"Ghansoli, Mumbai","Gymnasium, Lift(s), Swimming Pool, Full Power Backup, Sports Facility, Children's play area, Multipurpose Room, Intercom, Jogging Track, Indoor Games, Vaastu Compliant, 24 X 7 Security, Car Parking, Club House, Landscaped Gardens"
NorthWest facing,1250,2 BHK Apartment,40000 ,Unfurnished,No Deposit,2 bathrooms,"Ghansoli, Mumbai","Gymnasium, Lift(s), Intercom, Full Power Backup, Children's play area, 24 X 7 Security, Club House, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
East facing,650,1 BHK Apartment,23000 ,Unfurnished,No Deposit,1 bathrooms,"Koper Khairane, Mumbai","Intercom, Full Power Backup, Lift(s), Children's play area, Club House, Landscaped Gardens, Swimming Pool, Sports Facility, Jogging Track, 24 X 7 Security, Gymnasium"
East facing,1050,2 BHK Apartment,40000 ,Furnished,No Deposit,2 bathrooms,"Koper Khairane, Mumbai","Intercom, Full Power Backup, Lift(s), Children's play area, Club House, Landscaped Gardens, Swimming Pool, Sports Facility, Jogging Track, 24 X 7 Security, Gymnasium"
null,1250,2 BHK Apartment,60000 ,Semi-Furnished,No Deposit,2 bathrooms,"Chembur, Mumbai","Lift(s), Full Power Backup, 24 X 7 Security, Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
null,4056,4 BHK Apartment,174999 ,Semi-Furnished,No Deposit,5 bathrooms,"Malad East, Mumbai","Landscaped Gardens, Lift(s), Indoor Games, Full Power Backup, Jogging Track, Children's play area, Intercom, Club House, Multipurpose Room, Staff Quarter, Rain Water Harvesting, Cafeteria, Gymnasium, Vaastu Compliant, 24 X 7 Security, Car Parking, Swimming Pool, Sports Facility"
null,5500,5 BHK Apartment,225000 ,Semi-Furnished,No Deposit,7 bathrooms,"Malad East, Mumbai","Landscaped Gardens, Lift(s), Indoor Games, Full Power Backup, Jogging Track, Children's play area, Intercom, Club House, Multipurpose Room, Staff Quarter, Rain Water Harvesting, Cafeteria, Gymnasium, Vaastu Compliant, 24 X 7 Security, Car Parking, Swimming Pool, Sports Facility"
null,400,1 BHK Apartment,35000 ,Furnished,No Deposit,1 bathrooms,"Worli, Mumbai","Rain Water Harvesting, Jogging Track, Swimming Pool, Full Power Backup, Vaastu Compliant, 24 X 7 Security, Gymnasium, Lift(s), Sports Facility, Club House, Children's play area, Landscaped Gardens"
null,866,3 BHK Apartment,170000 ,Unfurnished,No Deposit,2 bathrooms,"Parel, Mumbai","Swimming Pool, Shopping Mall, Sports Facility, Lift(s), Indoor Games, Children's play area, Rain Water Harvesting, Cafeteria, Jogging Track, 24 X 7 Security, Car Parking, Gymnasium, Club House, Landscaped Gardens, Full Power Backup"
null,980,2 BHK Apartment,280000 ,Furnished,No Deposit,2 bathrooms,"Worli, Mumbai","Multipurpose Room, Cafeteria, Jogging Track, Indoor Games, Gymnasium, Club House, Children's play area, Swimming Pool, 24 X 7 Security, Lift(s), Full Power Backup, Sports Facility, Landscaped Gardens"
null,866,2 BHK Apartment,105000 ,Semi-Furnished,No Deposit,2 bathrooms,"Sewri, Mumbai","Landscaped Gardens, Lift(s), Indoor Games, Full Power Backup, Jogging Track, Children's play area, Staff Quarter, Rain Water Harvesting, Cafeteria, Intercom, Club House, 24 X 7 Security, Car Parking, Swimming Pool, Gymnasium, Sports Facility"
null,580,1 BHK Apartment,65000 ,Furnished,No Deposit,2 bathrooms,"Powai, Mumbai","Rain Water Harvesting, Gymnasium, 24 X 7 Security, Children's play area, Club House, Full Power Backup, Swimming Pool, Sports Facility, Jogging Track, Lift(s), Landscaped Gardens"
null,1180,2 BHK Apartment,85000 ,Semi-Furnished,No Deposit,2 bathrooms,"Powai, Mumbai","Jogging Track, ATM, Intercom, Lift(s), Golf Course, Full Power Backup, Rain Water Harvesting, Children's play area, Staff Quarter, Club House, Multipurpose Room, Swimming Pool, Indoor Games, Hospital, School, Shopping Mall, Car Parking, Sports Facility, Gymnasium, Vaastu Compliant, 24 X 7 Security, Landscaped Gardens"
null,1060,2 BHK Apartment,190000 ,Unfurnished,No Deposit,2 bathrooms,"Lower Parel, Mumbai","Lift(s), Full Power Backup, 24 X 7 Security, Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
null,800,3 BHK Apartment,125000 ,Unfurnished,No Deposit,2 bathrooms,"Parel, Mumbai","Car Parking, Multipurpose Room, Indoor Games, Lift(s), Jogging Track, 24 X 7 Security, Maintenance Staff, Vaastu Compliant, Gymnasium, Staff Quarter, Rain Water Harvesting, Cafeteria, Intercom, Swimming Pool, Club House, Children's play area, Full Power Backup, Landscaped Gardens, Sports Facility"
null,1350,3 BHK Apartment,180000 ,Semi-Furnished,No Deposit,2 bathrooms,"Byculla, Mumbai","Swimming Pool, Lift(s), 24 X 7 Security, Multipurpose Room, Full Power Backup, Rain Water Harvesting, Cafeteria, Intercom, Jogging Track, Children's play area, Car Parking, Gymnasium, Club House, Landscaped Gardens, Sports Facility"
West facing,800,2 BHK Apartment,25000 ,Semi-Furnished,No Deposit,2 bathrooms,"Koper Khairane, Mumbai","Full Power Backup, Lift(s), 24 X 7 Security, Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
null,1802,3 BHK Apartment,200000 ,Furnished,No Deposit,2 bathrooms,"Lower Parel, Mumbai","Lift(s), Full Power Backup, 24 X 7 Security, Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
null,500,1 BHK Apartment,42000 ,Unfurnished,1 L deposit,1 bathrooms,"Worli, Mumbai","Lift(s), Full Power Backup, 24 X 7 Security, Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
null,1400,2 BHK Apartment,125000 ,Furnished,No Deposit,2 bathrooms,"Worli, Mumbai","Lift(s), Full Power Backup, 24 X 7 Security, Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
null,1650,3 BHK Apartment,180000 ,Semi-Furnished,5 L deposit,3 bathrooms,"Lower Parel, Mumbai","Lift(s), Full Power Backup, 24 X 7 Security, Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
null,1000,2 BHK Apartment,49999 ,Furnished,2 L deposit,2 bathrooms,"Kurla West, Mumbai","Lift(s), Full Power Backup, 24 X 7 Security, Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
null,500,1 BHK Apartment,54999 ,Furnished,1.5 L deposit,1 bathrooms,"Kurla, Mumbai","Swimming Pool, Landscaped Gardens, Lift(s), Full Power Backup, Rain Water Harvesting, Intercom, Maintenance Staff, 24 X 7 Security, Car Parking, Gymnasium, Indoor Games, Children's play area, Club House, Jogging Track, Sports Facility"
null,900,2 BHK Apartment,53999 ,Semi-Furnished,1.5 L deposit,2 bathrooms,"Kurla, Mumbai","Indoor Games, ATM, Jogging Track, Lift(s), Rain Water Harvesting, Full Power Backup, Staff Quarter, Children's play area, Multipurpose Room, Club House, Swimming Pool, Hospital, School, Shopping Mall, Landscaped Gardens, Gymnasium, Vaastu Compliant, 24 X 7 Security, Car Parking, Sports Facility"
null,1350,3 BHK Apartment,69999 ,Furnished,2 L deposit,2 bathrooms,"Kurla, Mumbai","Indoor Games, ATM, Jogging Track, Lift(s), Rain Water Harvesting, Full Power Backup, Staff Quarter, Children's play area, Multipurpose Room, Club House, Swimming Pool, Hospital, School, Shopping Mall, Landscaped Gardens, Gymnasium, Vaastu Compliant, 24 X 7 Security, Car Parking, Sports Facility"
null,1250,2 BHK Apartment,67999 ,Semi-Furnished,1.5 L deposit,2 bathrooms,"Kurla, Mumbai","Swimming Pool, Lift(s), 24 X 7 Security, Multipurpose Room, Full Power Backup, Staff Quarter, Rain Water Harvesting, Cafeteria, Jogging Track, Children's play area, Car Parking, Gymnasium, Club House, Vaastu Compliant, Landscaped Gardens, Sports Facility"
null,1650,3 BHK Apartment,59999 ,Semi-Furnished,1.5 L deposit,3 bathrooms,"Kurla, Mumbai","Car Parking, Multipurpose Room, Indoor Games, Lift(s), Jogging Track, 24 X 7 Security, Vaastu Compliant, Staff Quarter, Rain Water Harvesting, Intercom, Maintenance Staff, Club House, Children's play area, Full Power Backup, Swimming Pool, Gymnasium, Landscaped Gardens, Sports Facility"
null,950,2 BHK Apartment,130000 ,Semi-Furnished,No Deposit,2 bathrooms,"Parel, Mumbai","Swimming Pool, Shopping Mall, Sports Facility, Lift(s), Indoor Games, Children's play area, Rain Water Harvesting, Cafeteria, Jogging Track, 24 X 7 Security, Car Parking, Gymnasium, Club House, Landscaped Gardens, Full Power Backup"
null,1350,3 BHK Apartment,110000 ,Furnished,No Deposit,3 bathrooms,"Andheri West, Mumbai","Lift(s), Full Power Backup, 24 X 7 Security, Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
null,2800,3 BHK Apartment,325000 ,Furnished,No Deposit,3 bathrooms,"Lower Parel, Mumbai","Multipurpose Room, Jogging Track, Swimming Pool, Club House, Children's play area, Gymnasium, Lift(s), Sports Facility, 24 X 7 Security, Full Power Backup, Landscaped Gardens"
null,1280,2 BHK Apartment,80000 ,Semi-Furnished,No Deposit,2 bathrooms,"Powai, Mumbai","Swimming Pool, Landscaped Gardens, Sports Facility, Lift(s), Indoor Games, Full Power Backup, Jogging Track, Children's play area, Club House, Multipurpose Room, Staff Quarter, Rain Water Harvesting, Maintenance Staff, Gymnasium, Vaastu Compliant, 24 X 7 Security, Car Parking"
null,600,2 BHK Apartment,125000 ,Furnished,No Deposit,2 bathrooms,"Malabar Hill, Mumbai","Lift(s), Full Power Backup, 24 X 7 Security, Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
null,900,2 BHK Apartment,49999 ,Unfurnished,No Deposit,1 bathrooms,"Kurla, Mumbai","Car Parking, Club House, Full Power Backup, 24 X 7 Security, Children's play area, Lift(s), Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
null,261,1 RK Studio Apartment,9500 ,Unfurnished,No Deposit,1 bathrooms,"Mira Road East, Mumbai","Gymnasium, Lift(s), Multipurpose Room, Rain Water Harvesting, Car Parking, Club House, Children's play area, Full Power Backup, Sports Facility, Jogging Track, Landscaped Gardens, 24 X 7 Security, Swimming Pool"
null,1750,2 BHK Apartment,100000 ,Furnished,No Deposit,2 bathrooms,"Parel, Mumbai","Sports Facility, ATM, Indoor Games, Lift(s), Jogging Track, Full Power Backup, Maintenance Staff, Children's play area, Intercom, Club House, Swimming Pool, Shopping Mall, Landscaped Gardens, Rain Water Harvesting, Cafeteria, Car Parking, Gymnasium, Vaastu Compliant, 24 X 7 Security"
null,1952,3 BHK Apartment,170000 ,Semi-Furnished,No Deposit,3 bathrooms,"Sewri, Mumbai","Landscaped Gardens, Lift(s), Indoor Games, Full Power Backup, Jogging Track, Children's play area, Staff Quarter, Rain Water Harvesting, Cafeteria, Intercom, Club House, 24 X 7 Security, Car Parking, Swimming Pool, Gymnasium, Sports Facility"
North facing,900,2 BHK Apartment,38000 ,Furnished,No Deposit,2 bathrooms,"Thane West, Mumbai","Swimming Pool, Lift(s), Sports Facility, Full Power Backup, Jogging Track, Children's play area, Multipurpose Room, Staff Quarter, Rain Water Harvesting, Intercom, Vaastu Compliant, 24 X 7 Security, Car Parking, Gymnasium, Club House, Landscaped Gardens"
West facing,527,1 BHK Apartment,21000 ,Semi-Furnished,No Deposit,1 bathrooms,"Thane West, Mumbai","Lift(s), Full Power Backup, 24 X 7 Security, Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
North facing,900,2 BHK Apartment,29000 ,Furnished,No Deposit,2 bathrooms,"Thane West, Mumbai","Gymnasium, Lift(s), Swimming Pool, Full Power Backup, Staff Quarter, Rain Water Harvesting, Jogging Track, 24 X 7 Security, Car Parking, Club House, Vaastu Compliant, Children's play area, Sports Facility, Landscaped Gardens"
null,550,1 BHK Apartment,7700 ,Semi-Furnished,No Deposit,1 bathrooms,"Diva Gaon, Mumbai","Lift(s), Full Power Backup, 24 X 7 Security, Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
North facing,1150,2 BHK Apartment,52000 ,Furnished,No Deposit,2 bathrooms,"Seawoods, Mumbai","Sports Facility, Gymnasium, Children's play area, Lift(s), Full Power Backup, 24 X 7 Security, Club House, Swimming Pool, Jogging Track, Landscaped Gardens"
